,time,tweet,country,retweet_count,sentiment
133,2019-11-21 19:41:13,When she calls you ANDREW after you ve just bought her the iPhone11 but you are BENEDICTOR ,Germany,0,Neutral
749,2019-11-20 22:28:09,Win New iPhone11 and mounting solution ProClipUSA giveaway Ends Dec 15th US amp Can QB ,Netherlands,0,Positive
268,2019-11-21 15:38:13,New Wallpaper Relaxing Design Link Wallpapers wallphone artwork art Abstract abstractart abstractpainting digitalart digitalpainting digitalartwork Luxury iphone IloveApple iPhone11ProMax iPhone11 iphone11pr ,Netherlands,0,Neutral
283,2019-11-21 14:56:39,IPhone The Missing Manual 13th Edition The Book That Should Have Been In The Box iOSGodsCom iPhone News iPhoneTeam iphonelife iPhoneHackx iPhone11 iOS13 shroffpublishers spdbooks oreillymedia ,Netherlands,0,Neutral
280,2019-11-21 15:03:44,I am so spoiled birthday forty chemicalbros iPhone11 meal apartment ,India,0,Neutral
279,2019-11-21 15:03:47, Mokeji5 Is the same na just that you are using iPhone11 to snap yours,Canada,0,Neutral
277,2019-11-21 15:17:17,New toy time iPhone11 ,France,0,Neutral
276,2019-11-21 15:18:29, The Fastest Way To Download Videos From Instagram Without Using Any App On iOS 13 Only inst ,France,0,Neutral
272,2019-11-21 15:36:32,New Wallpaper Electronics Link Wallpapers wallphone artwork art Abstract abstractart abstractpainting digitalart digitalpainting digitalartwork Luxury iphone IloveApple iPhone11ProMax iPhone11 iphone11pro ,Singapore,0,Neutral
267,2019-11-21 15:38:59, Circle boys nodey play o iPhone11 AppleEvent ,Australia,0,Neutral
137,2019-11-21 19:35:08,Just changed network for the first time in 7 years thank you VOXI UK for an awesome offer iPhone11,Unknown,0,Positive
296,2019-11-21 14:20:21,This is cute but I m iPhone all day iphone11 iphone11pro iphone11proMAX ,Canada,0,Positive
211,2019-11-21 17:19:55, iPhone11 specs in the body of an iPhoneSe MKBHD techradar mashable BuzzFeed,Canada,0,Neutral
169,2019-11-21 18:40:44,HUGE GIVEAWAY iPhone 11 512GB How to win Retweet and like Follow Me GiveawaysFree4 Comment Done Turn on my notifications 3 Winners Ends at 500 followers GOODLUCK TwitterPhilanthropy freeiphone iphone11 iphone apple giveaway ,Unknown,0,Positive
147,2019-11-21 19:16:16, VodafoneUK StartAnArgumentIn4Words iphone11 here s the proof ,Unknown,0,Neutral
145,2019-11-21 19:22:37, HappyBirthday to Ken Griffey Jr 50 years young Mariners Seattle TrueToTheBlue Washington KenGriffeyJr HBD PNW HomeRun GOAT HallOfFame HOF Cooperstown MVP gifts giftideas phonecase iPhone11 iPhone iphonecase christmasgifts phonecases ,Unknown,0,Neutral
143,2019-11-21 19:24:19,Last Chance to customize a beautiful iPhone 11 leather case for Christmas time These make the BEST unique Christmas gifts for friends and family of feel free to spoil yourself with one iPhone11ProMax iPhone11 leathergoods christmasgiftideas ,Unknown,0,Positive
185,2019-11-21 18:21:07, STCPay Love it IPhone11 STCPay ,Singapore,0,Positive
184,2019-11-21 18:22:07, Get iPhoneXR for 230 000 Other iphones and top quality androids available Call or whatsapp 07039602343 Pls retweet my cust ,Canada,0,Neutral
181,2019-11-21 18:25:38,Thanksgiving is in a week and we have so much to be thankful for like our new Melange collection What are you thankful for this season venaproducts thursdaythoughts thanksgiving thankful iPhone11 Shop our website for all the latest phone cases ,Singapore,0,Neutral
716,2019-11-20 23:08:27,Omgggg my sister found the guy that robbed us He thinks he s meeting my sister up to buy her iPhone11 but little does he know them cops about to pull up on his ass that karma always comes back around,Unknown,0,Neutral
836,2019-11-20 19:24:14,My new baby has arrived iPhone11 ,United States,0,Neutral
808,2019-11-20 20:05:27, iPhone11 There is a bug in iPhone 11 face I d Me and my brother both can unlock the phone even we are not twins he is 3 years younger than me and have completely different faces Apple should fix this asap I don t have any privacy issues but others can have tim cook,Australia,0,Neutral
768,2019-11-20 21:22:04,The Wallpaper Original wallpaper artwork from Radim Kacer fashion theme luxuryart artist styling iPhone11ProMax iPhone11 iphone gradient abstract free download ,Unknown,0,Positive
763,2019-11-20 21:33:59, darwinshacho y m p 0409 iPhone11,Canada,0,Neutral
713,2019-11-20 23:10:12, STCPay d7d76618 Congratulations I always pay my bills at DanubeCo Thank you IPhone11 STCPay,Unknown,0,Neutral
714,2019-11-20 23:09:29, STCPay Congratulations I always pay my bills at DanubeCo Thank you IPhone11 STCPay,Netherlands,0,Neutral
718,2019-11-20 23:06:04, raitokoya iphone11,Singapore,0,Neutral
633,2019-11-21 02:06:56,iPhone Battery Case for the iPhone 11 and Pro Max were released today Apple apple case iPhone11 iPhone11ProMax ,Unknown,0,Neutral
724,2019-11-20 22:54:24, iPhone 11 Pro Whitestone Dome NEW Installation Process How To iPhone11 ,Unknown,0,Neutral
727,2019-11-20 22:53:43, Best Tempered Glass for iPhone 11 11 Pro 11 Pro Max WhiteStone Dome iP ,Germany,0,Positive
735,2019-11-20 22:46:57, Many thanks to slaybellabrand for this amazing lashes Photographer davidefo ph Make up by me timelapse vid ,United States,0,Positive
739,2019-11-20 22:36:48,Transfer your money internationally with STC Pay for only SAR 5 transfer fee STCPay Download STCPay now IPhone11 STCPay,Australia,0,Neutral
745,2019-11-20 22:32:58, SkySportsPL Redknapp Which one is more stronger Iphone11 or Nokia 3310 Click the link below and find out ,France,0,Positive
746,2019-11-20 22:31:57, BBCWorld Which one is more stronger Iphone11 or Nokia 3310 Click the link below and find out ,Germany,0,Positive
834,2019-11-20 19:27:39,Smart Battery Cases for iPhone 11 and 11 Pro are now available for 129 For detailed tech updates please visit our Instagram page apple iPhone11ProMax iPhone11 iphone12 SteveJobs smartbatterycase technews SiliconValley TechTrends aapl ,Canada,0,Positive
826,2019-11-20 19:36:42, Got the first hand on the new crystal clear Affinity Will be available next week Stay Tuned iPhone11 iPhone11pro i ,United States,0,Neutral
824,2019-11-20 19:42:02,Best Leather Cases to Protect Your iPhone11 from Accidental Drop ,Unknown,0,Positive
818,2019-11-20 19:47:10, Emerging Dragon psyclaw LesStonehouse You do understand that I was replying to the assumption that post BB are in debt for iphone11 purchases and cocktails All gens face injustices but Arthur Friend s generalisations are insulting unjust and unhelpful,Canada,0,Negative
816,2019-11-20 19:49:44, Leather Case For Iphone11 11 Pro Case Cover Luxury Silicon Bumper Phone Case on For Iphone 11 Pro Max 11 Pro Funda Cover US ,Unknown,0,Neutral
814,2019-11-20 19:54:07,Witchcraft is when you follow ur friend to buy phone at slot and you pick iPhone11 to look at it then it fall from ur hand,Singapore,0,Neutral
811,2019-11-20 19:57:55, Witchcraft is when you follow ur friend to buy phone at slot and you pick iPhone11 to look at it then it fall from ur hand ,United States,0,Neutral
809,2019-11-20 19:59:17, hsieh zachary Hopefully I get to win the custom iPhone11,France,0,Positive
807,2019-11-20 20:10:08,Where s your favorite travel destination rokform iPhone11 HumpDay ,Canada,0,Positive
805,2019-11-20 20:13:29,Sharing to you my experience when I visited the world s one of the oldest temples Tarxien Temples Enjoy Please SUBSCRIBE and LIKE tarxien iphone11 oldtemples wheninmalta ,Germany,0,Positive
634,2019-11-21 02:06:26,his phone is iphone11 ,United States,0,Neutral
801,2019-11-20 20:19:35, The latest skinnovation is here Carbonink This brand new skin finish combines the vibrant full color artwork you know and love with a new textured carbon fiber laminate finish mightyskins vinyl decal carbonfiber carbonfiberskin macbook iphone11 nintendoswitchlite ,Unknown,0,Neutral
800,2019-11-20 20:20:05,Whitestone Dome Glass iphone 11 Pro Max installation Guide Screen Protector ,Netherlands,0,Neutral
797,2019-11-20 20:30:04,Getting pretty out there fall iPhone11 photography northerncalifornia nocal Could use some rain though ethanarussell ,Singapore,0,Neutral
795,2019-11-20 20:32:27,Iphone11 ,Unknown,0,Neutral
792,2019-11-20 20:36:11, 8bit arcade wallpaper Free wallpapers from Radim Kacer fashion theme luxuryart artist sty ,United States,0,Positive
788,2019-11-20 20:50:02,Apple s iPhone11 amp iPhone11Pro Smart Battery Cases are official with a dedicated camera button by JoshuaSwingle ,United States,0,Neutral
387,2019-11-21 12:03:46, New Wallpaper Elephant and Snake Wallpapers wallphone artwork art Abstract abstractart abstractpainting digital ,Unknown,0,Neutral
